make,model,variant,action,field,new_value,source,source_last_updated,notes
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT),UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT),UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT),UPDATE_FIELD,rear_camera,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT),UPDATE_FIELD,rear_ac_vents,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT),UPDATE_FIELD,sunroof,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT),UPDATE_FIELD,automatic_climate_control,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT),UPDATE_FIELD,camera_360,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT),UPDATE_FIELD,ventilated_front_seats,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT),UPDATE_FIELD,adas_available,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT),UPDATE_FIELD,connected_car_features,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,hill_assist,,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,tyre_pressure_monitoring_system,,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,rear_camera,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,rear_ac_vents,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,sunroof,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,automatic_climate_control,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,camera_360,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,ventilated_front_seats,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,adas_available,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,connected_car_features,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,hill_assist,,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,tyre_pressure_monitoring_system,,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,rear_camera,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,rear_ac_vents,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,sunroof,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,automatic_climate_control,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,camera_360,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,ventilated_front_seats,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,adas_available,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,connected_car_features,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,hill_assist,,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,tyre_pressure_monitoring_system,,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,rear_camera,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,rear_ac_vents,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,sunroof,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,automatic_climate_control,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,camera_360,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,ventilated_front_seats,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,connected_car_features,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,hill_assist,,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,tyre_pressure_monitoring_system,,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,rear_camera,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,rear_ac_vents,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,sunroof,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,automatic_climate_control,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,camera_360,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,ventilated_front_seats,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,connected_car_features,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Maruti Suzuki,Swift,LXi Petrol Manual,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,LXi Petrol Manual,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,LXi Petrol Manual,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,LXi Petrol Manual,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,LXi Petrol Manual,UPDATE_FIELD,rear_ac_vents,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,LXi Petrol Manual,UPDATE_FIELD,camera_360,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,LXi Petrol Manual,UPDATE_FIELD,sunroof,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,LXi Petrol Manual,UPDATE_FIELD,ventilated_front_seats,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,LXi Petrol Manual,UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,LXi Petrol Manual,UPDATE_FIELD,hill_assist,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,LXi Petrol Manual,UPDATE_FIELD,android_auto,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,LXi Petrol Manual,UPDATE_FIELD,apple_carplay,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,LXi Petrol Manual,UPDATE_FIELD,rear_camera,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,LXi Petrol Manual,UPDATE_FIELD,automatic_climate_control,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,LXi Petrol Manual,UPDATE_FIELD,connected_car_features,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,LXi Petrol Manual,UPDATE_FIELD,tyre_pressure_monitoring_system,,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Manual,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Manual,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Manual,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Manual,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Manual,UPDATE_FIELD,rear_ac_vents,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Manual,UPDATE_FIELD,camera_360,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Manual,UPDATE_FIELD,sunroof,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Manual,UPDATE_FIELD,ventilated_front_seats,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Manual,UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Manual,UPDATE_FIELD,hill_assist,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Manual,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Manual,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Manual,UPDATE_FIELD,rear_camera,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Manual,UPDATE_FIELD,automatic_climate_control,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Manual,UPDATE_FIELD,connected_car_features,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Manual,UPDATE_FIELD,tyre_pressure_monitoring_system,,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Manual,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Manual,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Manual,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Manual,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Manual,UPDATE_FIELD,rear_ac_vents,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Manual,UPDATE_FIELD,camera_360,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Manual,UPDATE_FIELD,sunroof,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Manual,UPDATE_FIELD,ventilated_front_seats,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Manual,UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Manual,UPDATE_FIELD,hill_assist,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Manual,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Manual,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Manual,UPDATE_FIELD,rear_camera,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Manual,UPDATE_FIELD,automatic_climate_control,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Manual,UPDATE_FIELD,connected_car_features,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi (O) Petrol Manual,UPDATE_FIELD,tyre_pressure_monitoring_system,,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Automatic,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Automatic,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Automatic,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Automatic,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Automatic,UPDATE_FIELD,rear_ac_vents,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Automatic,UPDATE_FIELD,camera_360,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Automatic,UPDATE_FIELD,sunroof,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Automatic,UPDATE_FIELD,ventilated_front_seats,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Automatic,UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Automatic,UPDATE_FIELD,hill_assist,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Automatic,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Automatic,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
Maruti Suzuki,Swift,VXi Petrol Automatic,UPDATE_FIELD,rear_camera,false,verified_official_trim_mapping_batch_2,2026-06-22,verified batch 2 trim-level mapping
